분기지표별,2018 1/4,2018    ,2017 3/4,2017 1/2,2017 1/4,2017    ,2016 3/4,2016 1/2,2016 1/4,2016    ,2015 3/4,2015 1/2,2015 1/4,2015    ,2014 3/4,2014 1/2,2014 1/4,2014    ,2013 3/4,2013 1/2,2013 1/4,2013    ,2012 3/4,2012 1/2,2012 1/4,2012    ,2011 3/4,2011 1/2,2011 1/4,2011    ,2010 3/4,2010 1/2,2010 1/4,2010    ,2009 3/4,2009 1/2,2009 1/4,2009    ,2008 3/4,2008 1/2,2008 1/4,2008    ,2007 3/4,2007 1/2,2007 1/4,2007    ,2006 3/4,2006 1/2,2006 1/4,2006    ,2005 3/4,2005 1/2,2005 1/4,2005    ,2004 3/4,2004 1/2,2004 1/4,2004    ,2003 3/4,2003 1/2,2003 1/4,2003    ,2002 3/4,2002 1/2,2002 1/4,2002    ,2001 3/4,2001 1/2,2001 1/4,2001    ,2000 3/4,2000 1/2,2000 1/4,2000    ,1999 3/4,1999 1/2,1999 1/4,1999    ,1998 3/4,1998 1/2,1998 1/4,1998    ,1997 3/4,1997 1/2,1997 1/4,1997    ,1996 3/4,1996 1/2,1996 1/4,1996    ,1995 3/4,1995 1/2,1995 1/4,1995    ,1994 3/4,1994 1/2,1994 1/4,1994    ,1993 3/4,1993 1/2,1993 1/4,1993    ,1992 3/4,1992 1/2,1992 1/4,1992    ,1991 3/4,1991 1/2,1991 1/4,1991    ,1990 3/4,1990 1/2,1990 1/4,1990    ,1989 3/4,1989 1/2,1989 1/4,1989    ,1988 3/4,1988 1/2,1988 1/4,1988    ,1987 3/4,1987 1/2,1987 1/4,1987    ,1986 3/4,1986 1/2,1986 1/4,1986    ,1985 3/4,1985 1/2,1985 1/4,1985    ,1984 3/4,1984 1/2,1984 1/4,1984    ,1983 3/4,1983 1/2,1983 1/4,1983    ,1982 3/4,1982 1/2,1982 1/4,1982    ,1981 3/4,1981 1/2,1981 1/4,1981    ,1980 3/4,1980 1/2,1980 1/4,1980    ,1979 3/4,1979 1/2,1979 1/4,1979    ,1978 3/4,1978 1/2,1978 1/4,1978    ,1977 3/4,1977 1/2,1977 1/4,1977    ,1976 3/4,1976 1/2,1976 1/4,1976    ,1975 3/4,1975 1/2,1975 1/4,1975    ,1974 3/4,1974 1/2,1974 1/4,1974    ,1973 3/4,1973 1/2,1973 1/4,1973    ,1972 3/4,1972 1/2,1972 1/4,1972    ,1971 3/4,1971 1/2,1971 1/4,1971    ,1970 3/4,1970 1/2,1970 1/4,1970    ,1969 3/4,1969 1/2,1969 1/4,1969    ,1968 3/4,1968 1/2,1968 1/4,1968    ,1967 3/4,1967 1/2,1967 1/4,1967    ,1966 3/4,1966 1/2,1966 1/4,1966    ,1965 3/4,1965 1/2,1965 1/4,1965    ,1964 3/4,1964 1/2,1964 1/4,1964    ,1963 3/4,1963 1/2,1963 1/4,1963    ,1962 3/4,1962 1/2,1962 1/4,1962    ,1961 3/4,1961 1/2,1961 1/4,1961    ,1960 3/4,1960 1/2
"국내총생산(GDP)(실질, 계절조정, 전기비)",1,-0.2,1.4,0.6,1,0.7,0.4,0.8,0.6,0.8,1.2,0.4,0.8,0.5,0.7,0.6,1,0.9,0.8,1.1,0.6,0.7,0.3,0.6,0.5,0.6,0.7,0.6,1,1,1,1.7,2.2,0.4,2.8,1.5,0.1,-3.3,0.9,0.5,0.5,1.9,1.1,1.6,1.7,0.6,1.6,0.6,1.8,1,1.3,1.8,0.8,0.6,0.3,0.7,1.3,2.6,1.6,0,-0.7,0.9,1.9,2,2.3,1.4,1.5,1.6,1,-0.7,2.9,1.5,1.7,3,2.6,4.5,3,2.3,1.5,-0.6,-7,-0.6,0.8,3.5,0.6,1.5,1.7,1.8,2.1,1.8,1.8,2,2.2,4.1,1.4,1.8,2.9,2.1,1.6,2.7,2,1.6,0,0.7,1.9,2.3,2.3,1.4,3.6,1.6,3.9,1.8,1.2,3.5,3.4,1.4,-0.1,2.6,4,-2,7.2,1.9,1.4,5.1,2.6,1.4,4.7,4,1.5,3,1.5,2.3,2.5,0.5,1.6,2.2,4.4,0.7,3.9,2.7,4.5,3.2,2.2,2.1,0.8,1.6,4.1,2.2,4.1,-2.6,1.9,-0.6,0.8,-1.5,-2.7,0.6,4.7,4.8,1.6,3,-0.8,3.8,6,4.9,1.1,1,2.1,4.5,3,3.2,2.9,4.1,1.8,-0.1,1.6,-0.9,4.4,1.8,5.1,3.7,3.5,4.4,1.7,2.6,1.6,0.8,0.2,3,0.7,7.8,0.4,4.1,-1.8,2.4,7.6,3.7,4.8,-1.1,4.6,1.8,5.7,1.4,3.7,2.6,2.7,1.8,-1.9,6.6,5.5,2.6,-0.9,0.7,0.6,4.2,6.7,-2.6,5.5,0.2,3.5,-2.1,5.4,3.2,3.2,-2,1.6,1.6,-1.6,3.9,3,0.7,-0.8,4.3
